시구,설치장소,주소,Latitude,Longitude,급속충전기(대),완속충전기(대),지원차종,x,y
서울특별시,돈암더샵아파트,서울특별시 성북구 돈암동 603,37.5975587,127.0102122,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,돈암일신건영휴먼빌 아파트,서울특별시 성북구 돈암동 524,37.6007336,127.0125049,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,돈암현대,서울특별시 성북구 돈암동 1-3,37.6041188,127.0285851,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,동일하이빌뉴시티 아파트,서울특별시 성북구 하월곡동 88-387,37.6059797,127.0277905,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,래미안아트리지,서울특별시 성북구 석관동 410,37.606127,127.0634204,0,10,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,보문하우스토리,서울특별시 성북구 보문동4가 116,37.5841441,127.0209691,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,브라운스톤돈암아파트,서울특별시 성북구 돈암동 636,37.5978717,127.01779,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,삼선 SK뷰 아파트,서울특별시 성북구 삼선동3가 116,37.5873117,127.0116435,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,삼선푸르지오 아파트,서울특별시 성북구 삼선동2가 425,37.5834925,127.0133824,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,삼선힐스테이트,서울특별시 성북구 삼선동2가 420,37.5821297,127.0134867,0,3,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV",,
서울특별시,성북동아에코빌아파트,서울특별시 성북구 상월곡동 101,37.6078598,127.0454247,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,정릉2차 e편한세상 아파트,서울특별시 성북구 정릉동 1035,37.5999949,127.0194343,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,정릉e편한세상 아파트,서울특별시 성북구 정릉동 1028,37.6151944,127.0102048,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,거여2동 주민센터,서울특별시 송파구 거여동 195-1,37.4935529,127.1468374,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,문정근린공원 공영주차장,서울특별시 송파구 문정동 38-3,37.4859829,127.1246701,1,0,"SM3 Z.E,테슬라",,
서울특별시,삼전동 공영주차장,서울특별시 송파구 삼전동 175-8,37.5002448,127.0958748,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,송파공영주차장,서울특별시 송파구 송파동 128,37.5070359,127.1133463,1,0,"SM3 Z.E,테슬라",,
서울특별시,송파구청,서울특별시 송파구 신천동 29-5 송파구청 앞,37.5146107,127.1060852,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,송파꿈에그린(위례24단지),서울특별시 송파구 장지동 901,37.4759174,127.1393662,2,5,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,송파더센트레,서울특별시 송파구 장지동 879,37.479192,127.1401365,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,송파파인타운1단지아파트,서울특별시 송파구 장지동 833,37.4868233,127.1348088,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,위례 포레샤인 23단지,서울특별시 송파구 장지동 380-1,37.4768715,127.1320663,2,6,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,잠실파크인수,서울특별시 송파구 잠실동 250-5,37.5047602,127.0877456,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,한국광고문화회관,서울특별시 송파구 신천동 7-11,37.5159813,127.0996333,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,강서수도사업소,서울특별시 양천구 신정동 319-15,37.5195361,126.8698778,1,0,"SM3 Z.E,테슬라",,
서울특별시,강서양천지사,서울특별시 양천구 신정동 319-1,37.5197369,126.8688415,1,7,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,경창시장 고객주차장,서울특별시 양천구 신월동 446-4,37.5238251,126.8423268,1,0,"SM3 Z.E,테슬라",,
서울특별시,등마루 공영주차장,서울특별시 양천구 목동 965-1,37.5459345,126.8654872,1,0,"SM3 Z.E,테슬라",,
서울특별시,목동 현대하이페리온2아파트,서울특별시 양천구 목동 961,37.5243479,126.8699169,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,목동삼성쉐르빌1,서울특별시 양천구 신정동 318-10,37.5226624,126.8704318,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,목동트윈빌,서울특별시 양천구 목동 905-22,37.5321802,126.8768182,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,부영그린타운2차,서울특별시 양천구 목동 908-28,37.5363533,126.8811224,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서울에너지공사 주차장,서울특별시 양천구 목동 900,37.5397474,126.8837827,4,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,신월해주 아파트,서울특별시 양천구 신월동 217-8,37.5271031,126.8346566,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,신정동일하이빌아파트1단지,서울특별시 양천구 신정동 1311,37.5107821,126.8401934,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,신정동일하이빌아파트2단지,서울특별시 양천구 신정동 1310,37.5118663,126.8391189,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,신정숲속마을아파트,서울특별시 양천구 신정동 1324,37.5057865,126.8349182,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,양천구청 지하주차장,서울특별시 양천구 신정동 321-4,37.5170481,126.8664767,2,0,"SM3 Z.E,테슬라",,
서울특별시,양천벽산블루밍 아파트,서울특별시 양천구 신월동 1026,37.5243583,126.8394458,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,우당 아파트,서울특별시 양천구 신월동 506-1,37.522995,126.8475775,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,푸른마을2단지,서울특별시 양천구 신정동 1281,37.513551,126.8353703,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,한국방송광고진흥공사,서울특별시 양천구 목동 923-5,37.5269584,126.8715054,1,0,"SM3 Z.E,테슬라",,
서울특별시,남서울직할(영등포)지사,서울특별시 영등포구 문래동3가 80,37.519736,126.893055,0,5,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,남서울직할(영등포)지사(공용),서울특별시 영등포구 문래동3가 80,37.519736,126.893055,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,당산근린지하공영주차장,서울특별시 영등포구 당산동3가 385,37.525511,126.8957693,2,0,"SM3 Z.E,테슬라",,
서울특별시,당산대우 아파트,서울특별시 영등포구 당산동2가 16-1,37.5211685,126.8930171,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,대림동현대3차 아파트,서울특별시 영등포구 대림동 608-1,37.5055322,126.8956135,1,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,대림어린이공원 공영주차장,서울특별시 영등포구 대림동 870,37.4911274,126.9034401,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,대림운동장 공영주차장,서울특별시 영등포구 대림동 780,37.4996894,126.8947038,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,문래건영아파트,서울특별시 영등포구 문래동3가 93-1,37.5183975,126.8924595,0,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,문래금호어울림 아파트,서울특별시 영등포구 문래동3가 97,37.519073,126.897615,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,바다마을아파트,서울특별시 영등포구 신길동 가마산로 540,37.5028235,126.9152263,0,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서울영등포우체국,서울특별시 영등포구 당산동4가 93-6,37.5296088,126.8949221,2,0,"SM3 Z.E,테슬라",,
서울특별시,양평한신아파트,서울특별시 영등포구 양평동5가 76,37.5401141,126.8921036,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,영등포 제1스포츠센터,서울특별시 영등포구 신길동 426-3,37.5005919,126.9065199,2,0,"SM3 Z.E,테슬라",,
서울특별시,영등포구청 환승공영주차장,서울특별시 영등포구 당산동3가 370-4,37.5245755,126.8955988,1,0,"SM3 Z.E,테슬라",,
서울특별시,영등포레미안 아파트,서울특별시 영등포구 신길동 4945,37.50492,126.9081665,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,국립 중앙 박물관,서울특별시 용산구 용산동6가 11-426,37.523294,126.979065,3,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,대우월드마크용산,서울특별시 용산구 한강로1가 64,37.5371752,126.9729851,0,5,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서북병원,서울특별시 은평구 역촌동 산 31-1,37.6043078,126.9037143,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,은평뉴타운우물골6단지,서울특별시 은평구 진관동 81,37.6351744,126.923781,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,은평평화공원 공영주차장,서울특별시 은평구 녹번동 153-1,37.6053279,126.9231157,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,한국프라우드아파트,서울특별시 은평구 역촌동 9-54,37.606212,126.9157579,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,SK렌터카 본사,서울특별시 종로구 관철동 7-3,37.5694221,126.9872027,1,2,"SM3 Z.E,테슬라",,
서울특별시,국립현대미술관 서울관,서울특별시 종로구 소격동 165-10,37.5786333,126.9805545,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서울대학교병원 대한외래병동주차장,서울특별시 종로구 연건동 28-21,37.5791563,126.9987965,2,0,"SM3 Z.E,테슬라",,
서울특별시,서울대학교병원 암병동 주차장,서울특별시 종로구 연건동 28-21,37.5791563,126.9987965,2,0,"SM3 Z.E,테슬라",,
서울특별시,서울대학교병원 장례식장주차장,서울특별시 종로구 연건동 28-2,37.5807323,126.9994808,2,0,"SM3 Z.E,테슬라",,
서울특별시,석탄회관,서울특별시 종로구 수송동 80-6,37.5729293,126.9804669,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,LIG서울역리가아파트,서울특별시 중구 만리동1가 231,37.5558918,126.9669542,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,국립중앙극장,서울특별시 중구 장충동2가 산 14-67,37.5528698,127.0001308,3,0,"SM3 Z.E,테슬라",,
서울특별시,남산케이블카,서울특별시 중구 회현동1가 산 1-19,37.5565684,126.9840905,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,동대문디자인플라자,서울특별시 중구 을지로7가 2-1,37.5660045,127.0114098,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,버티공영주차장,서울특별시 중구 신당동 432-1693,37.549079,127.0059326,2,0,"SM3 Z.E,테슬라",,
서울특별시,서울시청,서울특별시 중구 태평로1가 31,37.5665851,126.9782038,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서울역(한화역사),서울특별시 중구 봉래동2가 122,37.5581657,126.9695878,2,0,"SM3 Z.E,테슬라",,
서울특별시,신세계 본점,-,,,2,0,"SM3 Z.E,테슬라",,
서울특별시,약수동공영주차장,서울특별시 중구 신당동 349-234,37.5522341,127.0133311,2,0,"SM3 Z.E,테슬라",,
서울특별시,한국관광공사 옆 노상 공영주차장,서울특별시 중구 다동 85-4,37.5681809,126.9820272,3,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3",,
서울특별시,동대문중랑지사(공용),서울특별시 중랑구 묵동 181-4,37.6074444,127.0791618,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,"면목두산2,3차 아파트",서울특별시 중랑구 면목동 1510,37.5805524,127.0835585,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,"면목두산4,5단지 아파트",서울특별시 중랑구 면목동 1522-1,37.5780841,127.0812573,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,면목두원 아파트,서울특별시 중랑구 면목동 1521,37.5734231,127.0797944,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,묵동자이1단지 아파트,서울특별시 중랑구 묵동 164-4,37.6148556,127.077907,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,브라운스톤태릉 아파트,서울특별시 중랑구 묵동 387,37.618741,127.0824274,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,상봉우정 아파트,서울특별시 중랑구 상봉동 496,37.5994289,127.0886841,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서울의료원,서울특별시 중랑구 신내동 316,37.6129812,127.0979689,2,0,"SM3 Z.E,테슬라",,
서울특별시,신내7단지진로아파트,서울특별시 중랑구 신내동 654,37.614092,127.0932927,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,신내우디안1단지,서울특별시 중랑구 신내동 816,37.6171896,127.1064524,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,우림골목시장 주차장,-,,,1,0,"SM3 Z.E,테슬라",,
서울특별시,중랑숲리가 아파트,서울특별시 중랑구 망우동 583,37.6023573,127.1049545,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,중랑해모로 아파트,서울특별시 중랑구 망우동 127-25,37.6011842,127.1084275,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,한일써너스빌 아파트,서울특별시 중랑구 상봉동 81-5,37.5971029,127.0911815,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,