시구,설치장소,주소,급속충전기(대),완속충전기(대),지원차종,x,y
서울특별시,방배1차 e편한세상,서울특별시 서초구 방배동 884-2,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,방배3차e편한세상,서울특별시 서초구 방배동 797-30,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,방배동부센트레빌 아파트,서울특별시 서초구 방배동 3275,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,방배롯데캐슬아르떼,서울특별시 서초구 방배동 424-28,0,6,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서울시립어린이병원,서울특별시 서초구 내곡동 6-7,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서초2차e편한세상아파트,서울특별시 서초구 서초동 1529,0,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서초경남아너스빌201동,서울특별시 서초구 서초동 1456-2,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서초네이처힐1단지,서울특별시 서초구 우면동 707,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서초네이처힐6단지,서울특별시 서초구 우면동 737,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서초네이처힐7단지,서울특별시 서초구 우면동 735,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서초동일하이빌,서울특별시 서초구 서초동 1542-1,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서초롯데캐슬84,서울특별시 서초구 서초동 1642-14,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서초롯데캐슬프레지던트,서울특별시 서초구 서초동 1681-8,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서초리젠 아파트,서울특별시 서초구 서초동 1444-19,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서초아크빌,서울특별시 서초구 서초동 1568-1,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서초포레스타5단지,서울특별시 서초구 신원동 374,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서초호반써밋아파트,서울특별시 서초구 우면동 753,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서초힐스 아파트,서울특별시 서초구 우면동 773,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,신세계 강남점,서울특별시 서초구 반포동 19-3,2,0,"SM3 Z.E,테슬라",,
서울특별시,아크로리버파크,서울특별시 서초구 반포동 2-12,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,예술의 전당,서울특별시 서초구 서초동 산 130-19,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,월드메르디앙 아파트,서울특별시 서초구 서초동 1549-3,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,잠원동방음언덕형 공영주차장,서울특별시 서초구 잠원동 10-33,1,0,"SM3 Z.E,테슬라",,
서울특별시,한국연구재단,서울특별시 서초구 염곡동 304-3,2,0,"SM3 Z.E,테슬라",,
서울특별시,현대ESA아파트,서울특별시 서초구 서초동 1338,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,현대멤피스(A),서울특별시 서초구 방배동 774-19,0,2,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV",,
서울특별시,현대멤피스(B),서울특별시 서초구 방배동 772-13,0,2,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV",,
서울특별시,e편한세상 금호파크힐스,서울특별시 성동구 금호동1가 1823,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,광진성동지사,서울특별시 성동구 마장로27길 13,1,7,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,뚝섬유수지 공영주차장,서울특별시 성동구 성수동1가 685-63,11,0,"SM3 Z.E,테슬라",,
서울특별시,서울숲M타워,서울특별시 성동구 성수동1가 656-334,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서울숲SK V1 타워,서울특별시 성동구 성수동2가 284-55,6,0,"SM3 Z.E,테슬라",,
서울특별시,센트라스 1획지,서울특별시 성동구 하왕십리동 843,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,센트라스 2획지,서울특별시 성동구 상왕십리동 289-5,1,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,센트라스 3획지,서울특별시 성동구 상왕십리동 302-2,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,센트라스 6획지,서울특별시 성동구 하왕십리동 674-1,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,한양대학교,서울특별시 성동구 사근동 110,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,고려대학교,서울특별시 성북구 안암동5가 1-2 (고려대학교안암캠퍼스),2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,고려대학교(자연과학),서울특별시 성북구 안암동5가 126-16 (고려대학교안암캠퍼스),1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,국민대학교,서울특별시 성북구 정릉동 861-1,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,금호어울림 센터힐 아파트,서울특별시 성북구 돈암동 643,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,길음래미안3차,서울특별시 성북구 길음동 1283,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,꿈의숲대명루첸 아파트,서울특별시 성북구 장위동 317,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,대림 샹그레빌,서울특별시 성북구 하월곡동 224,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,돈암더샵아파트,서울특별시 성북구 돈암동 603,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,돈암일신건영휴먼빌 아파트,서울특별시 성북구 돈암동 524,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,돈암현대,서울특별시 성북구 돈암동 1-3,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,동일하이빌뉴시티 아파트,서울특별시 성북구 하월곡동 88-387,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,래미안아트리지,서울특별시 성북구 석관동 410,0,10,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,보문하우스토리,서울특별시 성북구 보문동4가 116,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,브라운스톤돈암아파트,서울특별시 성북구 돈암동 636,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,삼선 SK뷰 아파트,서울특별시 성북구 삼선동3가 116,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,삼선푸르지오 아파트,서울특별시 성북구 삼선동2가 425,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,삼선힐스테이트,서울특별시 성북구 삼선동2가 420,0,3,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV",,
서울특별시,성북동아에코빌아파트,서울특별시 성북구 상월곡동 101,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,정릉2차 e편한세상 아파트,서울특별시 성북구 정릉동 1035,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,정릉e편한세상 아파트,서울특별시 성북구 정릉동 1028,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,거여2동 주민센터,서울특별시 송파구 거여동 195-1,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,문정근린공원 공영주차장,서울특별시 송파구 문정동 38-3,1,0,"SM3 Z.E,테슬라",,
서울특별시,삼전동 공영주차장,서울특별시 송파구 삼전동 175-8,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,송파공영주차장,서울특별시 송파구 송파동 128,1,0,"SM3 Z.E,테슬라",,
서울특별시,송파구청,서울특별시 송파구 신천동 29-5 송파구청 앞,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,송파꿈에그린(위례24단지),서울특별시 송파구 장지동 901,2,5,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,송파더센트레,서울특별시 송파구 장지동 879,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,송파파인타운1단지아파트,서울특별시 송파구 장지동 833,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,위례 포레샤인 23단지,서울특별시 송파구 장지동 380-1,2,6,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,잠실파크인수,서울특별시 송파구 잠실동 250-5,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,한국광고문화회관,서울특별시 송파구 신천동 7-11,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,강서수도사업소,서울특별시 양천구 신정동 319-15,1,0,"SM3 Z.E,테슬라",,
서울특별시,강서양천지사,서울특별시 양천구 신정동 319-1,1,7,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,경창시장 고객주차장,서울특별시 양천구 신월동 446-4,1,0,"SM3 Z.E,테슬라",,
서울특별시,등마루 공영주차장,서울특별시 양천구 목동 965-1,1,0,"SM3 Z.E,테슬라",,
서울특별시,목동 현대하이페리온2아파트,서울특별시 양천구 목동 961,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,목동삼성쉐르빌1,서울특별시 양천구 신정동 318-10,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,목동트윈빌,서울특별시 양천구 목동 905-22,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,부영그린타운2차,서울특별시 양천구 목동 908-28,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서울에너지공사 주차장,서울특별시 양천구 목동 900,4,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,신월해주 아파트,서울특별시 양천구 신월동 217-8,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,신정동일하이빌아파트1단지,서울특별시 양천구 신정동 1311,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,신정동일하이빌아파트2단지,서울특별시 양천구 신정동 1310,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,신정숲속마을아파트,서울특별시 양천구 신정동 1324,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,양천구청 지하주차장,서울특별시 양천구 신정동 321-4,2,0,"SM3 Z.E,테슬라",,
서울특별시,양천벽산블루밍 아파트,서울특별시 양천구 신월동 1026,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,우당 아파트,서울특별시 양천구 신월동 506-1,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,푸른마을2단지,서울특별시 양천구 신정동 1281,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,한국방송광고진흥공사,서울특별시 양천구 목동 923-5,1,0,"SM3 Z.E,테슬라",,
서울특별시,남서울직할(영등포)지사,서울특별시 영등포구 문래동3가 80,0,5,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,남서울직할(영등포)지사(공용),서울특별시 영등포구 문래동3가 80,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,당산근린지하공영주차장,서울특별시 영등포구 당산동3가 385,2,0,"SM3 Z.E,테슬라",,
서울특별시,당산대우 아파트,서울특별시 영등포구 당산동2가 16-1,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,대림동현대3차 아파트,서울특별시 영등포구 대림동 608-1,1,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,대림어린이공원 공영주차장,서울특별시 영등포구 대림동 870,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,대림운동장 공영주차장,서울특별시 영등포구 대림동 780,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,문래건영아파트,서울특별시 영등포구 문래동3가 93-1,0,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,문래금호어울림 아파트,서울특별시 영등포구 문래동3가 97,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,바다마을아파트,서울특별시 영등포구 신길동 가마산로 540,0,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서울영등포우체국,서울특별시 영등포구 당산동4가 93-6,2,0,"SM3 Z.E,테슬라",,
서울특별시,양평한신아파트,서울특별시 영등포구 양평동5가 76,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,영등포 제1스포츠센터,서울특별시 영등포구 신길동 426-3,2,0,"SM3 Z.E,테슬라",,
서울특별시,영등포구청 환승공영주차장,서울특별시 영등포구 당산동3가 370-4,1,0,"SM3 Z.E,테슬라",,
서울특별시,영등포레미안 아파트,서울특별시 영등포구 신길동 4945,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,국립 중앙 박물관,서울특별시 용산구 용산동6가 11-426,3,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,대우월드마크용산,서울특별시 용산구 한강로1가 64,0,5,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서북병원,서울특별시 은평구 역촌동 산 31-1,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,은평뉴타운우물골6단지,서울특별시 은평구 진관동 81,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,은평평화공원 공영주차장,서울특별시 은평구 녹번동 153-1,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,한국프라우드아파트,서울특별시 은평구 역촌동 9-54,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,SK렌터카 본사,서울특별시 종로구 관철동 7-3,1,2,"SM3 Z.E,테슬라",,
서울특별시,국립현대미술관 서울관,서울특별시 종로구 소격동 165-10,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서울대학교병원 대한외래병동주차장,서울특별시 종로구 연건동 28-21,2,0,"SM3 Z.E,테슬라",,
서울특별시,서울대학교병원 암병동 주차장,서울특별시 종로구 연건동 28-21,2,0,"SM3 Z.E,테슬라",,
서울특별시,서울대학교병원 장례식장주차장,서울특별시 종로구 연건동 28-2,2,0,"SM3 Z.E,테슬라",,
서울특별시,석탄회관,서울특별시 종로구 수송동 80-6,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,LIG서울역리가아파트,서울특별시 중구 만리동1가 231,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,국립중앙극장,서울특별시 중구 장충동2가 산 14-67,3,0,"SM3 Z.E,테슬라",,
서울특별시,남산케이블카,서울특별시 중구 회현동1가 산 1-19,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,동대문디자인플라자,서울특별시 중구 을지로7가 2-1,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,버티공영주차장,서울특별시 중구 신당동 432-1693,2,0,"SM3 Z.E,테슬라",,
서울특별시,서울시청,서울특별시 중구 태평로1가 31,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서울역(한화역사),서울특별시 중구 봉래동2가 122,2,0,"SM3 Z.E,테슬라",,
서울특별시,신세계 본점,-,2,0,"SM3 Z.E,테슬라",,
서울특별시,약수동공영주차장,서울특별시 중구 신당동 349-234,2,0,"SM3 Z.E,테슬라",,
서울특별시,한국관광공사 옆 노상 공영주차장,서울특별시 중구 다동 85-4,3,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3",,
서울특별시,동대문중랑지사(공용),서울특별시 중랑구 묵동 181-4,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,"면목두산2,3차 아파트",서울특별시 중랑구 면목동 1510,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,"면목두산4,5단지 아파트",서울특별시 중랑구 면목동 1522-1,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,면목두원 아파트,서울특별시 중랑구 면목동 1521,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,묵동자이1단지 아파트,서울특별시 중랑구 묵동 164-4,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,브라운스톤태릉 아파트,서울특별시 중랑구 묵동 387,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,상봉우정 아파트,서울특별시 중랑구 상봉동 496,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,서울의료원,서울특별시 중랑구 신내동 316,2,0,"SM3 Z.E,테슬라",,
서울특별시,신내7단지진로아파트,서울특별시 중랑구 신내동 654,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,신내우디안1단지,서울특별시 중랑구 신내동 816,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,우림골목시장 주차장,-,1,0,"SM3 Z.E,테슬라",,
서울특별시,중랑숲리가 아파트,서울특별시 중랑구 망우동 583,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,중랑해모로 아파트,서울특별시 중랑구 망우동 127-25,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
서울특별시,한일써너스빌 아파트,서울특별시 중랑구 상봉동 81-5,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",,
